iter	Passed	Remaining
171	348	1676
172	350	1673
173	352	1671
174	354	1669
175	356	1667
176	358	1665
177	359	1662
178	362	1661
179	364	1658
180	365	1655
181	368	1655
182	372	1660
183	373	1656
184	376	1657
185	377	1651
186	379	1648
187	381	1646
188	382	1643
189	386	1646
190	388	1644
191	390	1642
192	392	1640
193	394	1637
194	395	1634
195	396	1627
196	398	1625
197	400	1624
198	403	1622
199	404	1617
200	406	1615
201	408	1613
202	410	1612
203	412	1608
204	414	1607
205	415	1602
206	417	1600
207	419	1598
208	421	1595
209	423	1591
210	424	1585
211	425	1582
212	428	1584
213	430	1582
214	432	1580
215	434	1577
216	436	1575
217	438	1572
218	439	1568
219	441	1565
220	442	1561
221	444	1559
222	446	1556
223	448	1553
224	450	1550
225	452	1548
226	453	1545
227	455	1542
228	457	1540
229	459	1538
230	461	1536
231	463	1532
232	464	1530
233	466	1527
234	468	1524
235	471	1525
236	473	1522
237	475	1521
238	477	1519
239	478	1515
240	480	1512
241	482	1509
242	483	1507
243	486	1507
244	488	1506
245	490	1504
246	492	1502
247	494	1500
248	495	1495
249	497	1493
250	500	1494
251	502	1492
252	504	1489
253	506	1486
254	508	1484
255	511	1487
256	514	1488
257	517	1487
258	519	1485
259	521	1484
260	523	1482
261	525	1479
262	527	1477
263	530	1480
264	532	1477
265	534	1475
266	536	1473
267	538	1471
268	540	1468
269	542	1465
270	544	1465
271	546	1463
272	548	1460
273	550	1458
274	552	1456
275	554	1453
276	555	1451
277	557	1448
278	560	1448
279	562	1446
280	564	1443
281	566	1441
282	567	1439
283	569	1436
284	571	1434
285	573	1432
286	575	1430
287	577	1427
288	578	1423
289	580	1421
290	582	1419
291	584	1417
292	586	1414
293	588	1412
294	590	1410
295	592	1408
296	593	1405
297	595	1402
298	597	1400
299	599	1398
300	600	1393
301	603	1394
302	605	1392
303	606	1388
304	608	1385
305	610	1383
306	611	1379
307	614	1380
308	618	1382
309	620	1380
310	621	1377
311	624	1376
312	626	1374
313	627	1371
314	629	1369
315	632	1368
316	634	1366
317	635	1362
318	637	1360
319	639	1358
320	640	1355
321	642	1353
322	644	1351
323	645	1347
324	647	1345
325	649	1343
326	651	1340
327	653	1338
328	655	1336
329	657	1334
330	659	1332
331	662	1332
332	664	1330
333	665	1327
334	667	1326
335	669	1324
336	671	1321
337	673	1319
338	676	1318
339	678	1316
340	679	1313
341	681	1311
342	683	1309
343	685	1307
344	687	1305
345	691	1307
346	693	1305
347	695	1303
348	697	1301
349	699	1299
350	701	1296
351	703	1295
352	705	1292
353	707	1290
354	709	1288
355	710	1285
356	712	1283
357	714	1281
358	716	1278
359	718	1278
360	721	1276
361	723	1275
362	724	1271
363	726	1270
364	728	1268
365	730	1265
366	734	1266
367	736	1264
368	738	1262
369	740	1260
370	741	1257
371	743	1255
372	745	1253
373	748	1252
374	749	1249
375	751	1247
376	752	1243
377	753	1239
378	755	1237
379	757	1235
380	758	1232
381	760	1230
382	763	1229
383	764	1226
384	766	1224
385	768	1222
386	770	1219
387	771	1217
388	773	1215
389	775	1213
390	778	1212
391	780	1210
392	782	1208
393	784	1206
394	785	1203
395	787	1201
396	789	1198
397	791	1197
398	793	1195
399	795	1193
400	797	1191
401	799	1189
402	801	1188
403	803	1185
404	807	1185
405	809	1183
406	810	1181
407	812	1178
408	814	1176
409	815	1173
410	817	1171
411	818	1168
412	821	1168
413	823	1166
414	825	1163
415	827	1161
416	829	1159
417	830	1156
418	832	1154
419	835	1153
420	837	1151
421	839	1149
422	840	1147
423	842	1144
424	844	1142
425	846	1140
426	848	1138
427	850	1136
428	852	1134
429	853	1131
430	855	1129
431	857	1127
432	858	1124
433	860	1122
434	863	1122
435	865	1120
436	867	1117
437	869	1115
438	871	1113
439	873	1111
440	875	1109
441	878	1108
442	879	1105
443	881	1103
444	883	1101
445	885	1099
446	887	1097
447	889	1095
448	891	1094
449	893	1092
450	894	1089
451	896	1086
452	898	1084
453	899	1081
454	901	1079
455	902	1077
456	904	1074
457	906	1072
458	908	1070
459	910	1068
460	912	1066
461	914	1064
462	915	1062
463	917	1060
464	919	1057
465	922	1057
466	924	1054
467	926	1052
468	927	1050
469	929	1048
470	931	1046
471	933	1043
472	934	1041
473	937	1039
474	938	1037
475	940	1035
476	943	1033
477	944	1031
478	946	1029
479	948	1027
480	951	1026
481	953	1024
482	954	1022
483	956	1020
484	958	1017
485	960	1015
486	962	1013
487	966	1013
488	968	1011
489	970	1009
490	973	1008
491	975	1006
492	976	1004
493	978	1002
494	981	1001
495	983	999
496	985	996
497	986	994
498	988	992
499	990	990
500	991	987
501	993	985
502	996	984
503	998	982
504	1000	980
505	1002	978
506	1004	976
507	1006	974
508	1008	972
509	1011	971
510	1013	969
511	1014	966
512	1016	964
513	1018	962
514	1020	960
515	1021	958
516	1025	958
517	1027	956
518	1029	954
519	1031	952
520	1033	950
521	1035	948
522	1037	946
523	1040	945
524	1042	943
525	1044	941
526	1046	939
527	1048	937
528	1050	935
529	1052	932
530	1053	930
531	1055	928
532	1057	926
533	1059	924
534	1061	922
535	1063	920
536	1065	918
537	1067	916
538	1070	915
539	1072	913
540	1074	911
541	1077	910
542	1079	908
543	1081	906
544	1085	906
545	1087	904
546	1089	902
547	1091	900
548	1092	897
549	1094	895
550	1096	893
551	1099	892
552	1101	890
553	1103	888
554	1105	886
555	1107	884
556	1108	881
557	1110	879
558	1112	877
559	1114	875
560	1115	873
561	1117	870
562	1119	868
563	1121	866
564	1123	864
565	1124	862
566	1127	860
567	1129	859
568	1132	857
569	1134	856
570	1136	853
571	1138	851
572	1140	849
573	1143	848
574	1145	846
575	1147	844
576	1150	843
577	1152	841
578	1154	839
579	1157	838
580	1160	836
581	1162	835
582	1164	833
583	1166	830
584	1168	828
585	1170	826
586	1172	825
587	1174	823
588	1179	823
589	1181	821
590	1183	819
591	1187	818
592	1190	816
593	1192	814
594	1193	812
595	1194	809
596	1196	808
597	1198	805
598	1202	805
599	1204	803
600	1206	801
601	1208	799
602	1210	797
603	1212	795
604	1217	794
605	1219	793
606	1221	791
607	1224	789
608	1226	787
609	1228	785
610	1231	783
611	1233	782
612	1235	780
613	1237	778
614	1239	776
615	1241	774
616	1243	771
617	1246	770
618	1248	768
619	1250	766
620	1252	764
621	1253	761
622	1255	759
623	1257	757
624	1259	755
625	1262	754
626	1264	752
627	1266	749
628	1267	747
629	1269	745
630	1271	743
631	1273	741
632	1275	739
633	1278	738
634	1280	736
635	1282	734
636	1284	732
637	1286	729
638	1290	728
639	1292	726
640	1294	724
641	1297	723
642	1299	721
643	1301	719
644	1304	717
645	1305	715
646	1307	713
647	1310	711
648	1311	709
649	1313	707
650	1315	705
651	1319	704
652	1321	702
653	1323	700
654	1324	697
655	1326	695
656	1328	693
657	1331	691
658	1332	689
659	1336	688
660	1338	686
661	1340	684
662	1341	682
663	1343	680
664	1346	678
665	1349	676
666	1350	674
667	1352	672
668	1354	670
669	1356	668
670	1358	665
671	1361	664
672	1364	662
673	1366	660
674	1368	658
675	1370	656
676	1372	654
677	1373	652
678	1377	651
679	1378	648
680	1380	646
681	1382	644
682	1384	642
683	1385	640
684	1387	637
685	1389	635
686	1392	634
687	1394	632
688	1395	630
689	1397	628
690	1399	625
691	1401	623
692	1403	621
693	1405	619
694	1407	617
695	1409	615
696	1410	613
697	1412	611
698	1414	609
699	1416	606
700	1417	604
701	1420	602
702	1422	600
703	1424	598
704	1425	596
705	1427	594
706	1429	592
707	1431	590
708	1433	588
709	1435	586
710	1437	584
711	1440	582
712	1442	580
713	1444	578
714	1445	576
715	1447	574
716	1451	572
717	1452	570
718	1454	568
719	1456	566
720	1458	564
721	1461	562
722	1463	560
723	1466	559
724	1467	556
725	1469	554
726	1471	552
727	1474	550
728	1475	548
729	1480	547
730	1481	545
731	1483	543
732	1485	541
733	1487	539
734	1489	536
735	1491	534
736	1494	533
737	1495	531
738	1498	529
739	1500	527
740	1501	524
741	1504	523
742	1508	521
743	1510	519
744	1512	517
745	1515	515
746	1516	513
747	1518	511
748	1524	510
749	1525	508
750	1527	506
751	1529	504
752	1531	502
753	1536	501
754	1540	499
755	1542	497
756	1544	495
757	1545	493
758	1547	491
759	1548	488
760	1552	487
761	1554	485
762	1556	483
763	1559	481
764	1561	479
765	1563	477
766	1567	476
767	1569	474
768	1571	472
769	1574	470
770	1576	468
771	1577	465
772	1581	464
773	1583	462
774	1585	460
775	1587	458
776	1589	456
777	1591	454
778	1594	452
779	1596	450
780	1598	448
781	1600	446
782	1602	444
783	1604	442
784	1606	440
785	1609	438
786	1612	436
787	1614	434
788	1616	432
789	1618	430
790	1620	428
791	1625	426
792	1627	424
793	1630	422
794	1632	421
795	1634	418
796	1636	416
797	1639	414
798	1641	412
799	1643	410
800	1645	408
801	1647	406
802	1649	404
803	1652	402
804	1654	400
805	1656	398
806	1658	396
807	1660	394
808	1662	392
809	1664	390
810	1668	388
811	1670	386
812	1672	384
813	1674	382
814	1676	380
815	1678	378
816	1682	376
817	1684	374
818	1686	372
819	1688	370
820	1690	368
821	1692	366
822	1694	364
823	1697	362
824	1699	360
825	1702	358
826	1704	356
827	1706	354
828	1708	352
829	1711	350
830	1713	348
831	1715	346
832	1717	344
833	1719	342
834	1721	340
835	1726	338
836	1728	336
837	1730	334
838	1732	332
839	1735	330
840	1737	328
841	1740	326
842	1741	324
843	1744	322
844	1746	320
845	1748	318
846	1750	316
847	1752	314
848	1755	312
849	1757	310
850	1759	308
851	1761	306
852	1763	303
853	1766	301
854	1769	300
855	1771	297
856	1773	295
857	1775	293
858	1777	291
859	1779	289
860	1781	287
861	1783	285
862	1786	283
863	1787	281
864	1789	279
865	1792	277
866	1794	275
867	1797	273
868	1799	271
869	1801	269
870	1803	267
871	1805	265
872	1807	262
873	1810	261
874	1812	258
875	1814	256
876	1816	254
877	1818	252
878	1820	250
879	1823	248
880	1825	246
881	1827	244
882	1830	242
883	1832	240
884	1834	238
885	1836	236
886	1840	234
887	1843	232
888	1844	230
889	1847	228
890	1849	226
891	1850	224
892	1854	222
893	1856	220
894	1858	218
895	1860	215
896	1862	213
897	1864	211
898	1866	209
899	1868	207
900	1870	205
901	1872	203
902	1874	201
903	1876	199
904	1878	197
905	1880	195
906	1883	193
907	1885	191
908	1887	188
909	1889	186
910	1891	184
911	1893	182
912	1895	180
913	1897	178
914	1899	176
915	1901	174
916	1903	172
917	1905	170
918	1906	168
919	1908	165
920	1911	163
921	1913	161
922	1915	159
923	1917	157
924	1919	155
925	1921	153
926	1923	151
927	1926	149
928	1928	147
929	1930	145
930	1931	143
931	1933	141
932	1935	139
933	1937	136
934	1941	134
935	1943	132
936	1945	130
937	1947	128
938	1949	126
939	1951	124
940	1954	122
941	1956	120
942	1958	118
943	1961	116
944	1963	114
945	1965	112
946	1967	110
947	1969	108
948	1971	105
949	1973	103
950	1975	101
951	1977	99
952	1979	97
953	1982	95
954	1984	93
955	1986	91
956	1989	89
957	1991	87
958	1994	85
959	1996	83
960	1999	81
961	2001	79
962	2003	76
963	2005	74
964	2007	72
965	2009	70
966	2012	68
967	2014	66
968	2016	64
969	2018	62
970	2020	60
971	2022	58
972	2023	56
973	2026	54
974	2028	52
975	2030	49
976	2032	47
977	2034	45
978	2036	43
979	2038	41
980	2039	39
981	2042	37
982	2043	35
983	2045	33
984	2047	31
985	2051	29
986	2054	27
987	2057	24
988	2058	22
989	2061	20
990	2063	18
991	2065	16
992	2066	14
993	2069	12
994	2071	10
995	2073	8
996	2075	6
997	2077	4
998	2079	2
999	2080	0
